id,brand_name,generic_name,no_pocket,pharm_group_id,kind_id,ml,unit_id,weight,location,country_id,company,barcode,price,existence,minmum_existence,maximum_existence,must_advised,dividing_rules,cautions,usages,description,image
274,ANATIN,GABAPENTIN,1,1,3,300,,,,,GENIX,,7.7,,0,0,,,,,,
275,MIKAROL,AMIKACIN,1,1,10,500,,,,,,,35,,0,0,,,,,,
276,پيش بند پلاستيكي,,1,1,5,0,,,,,,,20,,0,0,,,,,,
277,SURANJAN-E-KHAS,,1,1,3,0,,,Q43,,,,4,,0,0,,,,,,
278,DIO PLUS,,1,1,6,5/160,,,F27,,ATCO,,14.7,,0,0,,,,,,
279,DIO PLUS,,1,1,6,May-80,,,F27,,ARCO,,10.7,,0,0,,,,,,
280,MAX-AID PLUS,,1,1,6,0,,,,,,,20,,0,0,,,,,,
281,URIMAX 0.4 {پاكتي},TAMSULOSIN,1,1,3,0.4,,,M62,,,,18.5,,0,0,,,,,,
282,OMMYZEE,Omeprazole,1,1,3,20,,,,,,,5,,10,30,,,,,,
283,GRASIL,AMIKACIN,1,1,7,250,,,,,SAMI,,80,,0,0,,,,,,
284,NIVAQUIN P,CHLOROQUINE PHOSPHATE,1,1,6,250,,,,,,,0.8,,0,0,,,,,,
285,PREDNISOLONE,,1,1,6,50,,,K26,1,,,4.5,,0,0,,,,,,
286,TELMA,,1,1,6,20,,,,,GLENMARK,,4.5,,0,0,,,,,,
287,OLEANZ,,1,1,6,10,,,G22,,,,7.4,,0,0,,,,,,
288,METOLAR XR,,1,1,3,50,,,F57,,CIPLA,,10,,0,0,,,,,,
289,AMSTAN,"AMLODIPINE ,VALSARTAN",1,1,6,5+160,,,F30,,SCILIFE,,10.4,,0,0,,,,,,
290,CIPRALEX india (ESITALOPRAM),,1,1,6,10,,,,,,,10.7,,0,0,,,,,,
291,PANTOCAF,,1,1,6,0,,,,,,,2.5,,0,0,,,,,,
292,FASIDEX,PIROXICAM,1,1,6,20,,,,,,,4.5,,0,0,,,,,,
293,CLARITHROMYCIN,,1,1,6,500,,,F27,1,,,9.3,,0,0,,,,,,
294,DEXTOPHAN,DEXTROMETHORPHAN,1,1,28,15,,,W45,,,,30,,0,0,,,,,,
295,GINKO TD,,1,1,6,40,,,F84,,,,1.8,,0,0,,,,,,
296,TRIDOSIL,AZITHROMYCIN,1,1,6,500,,,P23,,INCEPTA,,36.7,,0,0,,,,,,
297,ZOXICAM,MELOXICAM,1,1,6,7.5 MG,,,,,,,3.5,,0,0,,,,,,
298,FLURCID,FLURBIPROFEN,1,1,6,100,,,,,SCHAZOO  ,,3.5,,0,0,,,,,,
299,NESCOLD,,1,1,1,60,,,G10,,,,60,,0,0,,,,,,
300,FLUDIX,FLUNARIZINE,1,1,6,5,,,,,PCHPL,,1.5,,0,0,,,,,,
301,RABESULPRIDE,"RABEPRAZOLE ,LEVOSULPRIDE",1,1,3,.,,,O57,,SIGNATURE,,7,,0,0,,,,,,
302,ESOSCOT,ESOMEPRAZOLE,1,1,3,20,,,,,SCATMON,,5.4,,0,0,,,,,,
303,OFLOSCOT,OFLOXACIN,1,1,6,200,,,P45,,,,5.5,,0,0,,,,,,
304,ZUMAX,CEFEXIME,1,1,30,100,,,,,,,78,,0,0,,,,,,
305,CELENTA,CELECOXIB,1,1,3,200,,,L13,,INCEPTA,,8,,0,0,,,,,,
306,BESSFAM,FAMOTIDINE,1,1,6,40,,,,,,,10,,0,0,,,,,,
307,MASACOL,MESALAZINE,1,1,6,800,,,M32,6,,,23,,0,0,,,,,,
308,BRETHIN,TERBUTALINE SULFATE,1,1,1,60,,,R48,,,,25,,0,0,,,,,,
309,SIBELIUM,FLUNARIZINE,1,1,6,10,,,,,ASPIN,,8,,0,0,,,,,,
310,OPTICAL-PLUS,GLUCOSAMINE+CALCIUM+D3,1,1,6,0,,,,,,,7,,0,0,,,,,,
311,CEFABLAST-500,CEFUROXIME,1,1,6,500,,,,,,,17,,0,0,,,,,,
312,NASOCLEAR,,1,1,26,20,,,W5,,,,40,,0,0,,,,,,
313,L-CARNITINE BSK,LEVOCARNITINE,1,1,2,2000,,,,,,,31.5,,0,0,,,,,,
314,CLOMIPRAMINE,,1,1,6,50,,,F44,1,,,4.5,,0,0,,,,,,
315,NUMECOMIN,MECOBALAMIN,1,1,10,500,,,,,,,10,,0,0,,,,,,
316,CURANEP,NEPAFENAC,1,1,12,0.001,,,W13,,,,130,,0,0,,,,,,
317,GLYPER,GLIMEPRIDE,1,1,6,3,,,X14,,MAPLE,,3.8,,0,0,,,,,,
318,VITAMIN A,,1,1,3,25000,,,H3,1,,,2.5,,0,0,,,,,,
319,AVANA-100,AVANAFIL,1,1,6,100,,,,,,,100,,0,0,,,,,,
320,LIPOTRIM,ATORVASTATIN,1,1,6,10,,,,,MAPLE,,9,,0,0,,,,,,
321,GLYCOMET-500 SR,METFORMIN,1,1,6,500,,,,,,,2.5,,0,0,,,,,,
322,RENORM,METOCLOPRAMIDE,1,1,10,5 MG/2 ml,,,S82,,,,15,,0,0,,,,,,
323,MONIS XR,,1,1,6,5+60,,,,,MAPLE,,8,,0,0,,,,,,
324,MISEK,OMEPRAZOLE,1,1,3,20,,,P36,,,,6.6,,0,0,,,,,,
325,MISEK,OMEPRAZOLE,1,1,3,40,,,P36,,,,11.4,,0,0,,,,,,
326,BONACORT,TRIAMCINOLONE,1,1,10,40,,,,,,,32,,0,0,,,,,,
327,PEXNEW 5,ESCITALPRAM,1,1,6,5,,,T37,,MERCK,,4.6,,0,0,,,,,,
328,ACE-PROXYVON,"ACECLOFENAC ,PARACETAMOL",1,1,6,100+325 MG,,,,,,,7.5,,0,0,,,,,,
329,RABIMAID-D,,1,1,6,0,,,,,,,2,,0,0,,,,,,
330,ZIMAGRA-ODS 50,SILDENAFIL,1,1,31,50,,,,,,,25,,0,0,,,,,,
331,U-TREX,,1,1,22,36,,,,,MAPLE,,13,,0,0,,,,,,
332,XEBISCO 75,PREGABALIN,1,1,3,75,,,,,,,3,,0,0,,,,,,
333,KOVEX,AMIKACIN,1,1,10,250,,,,,CONTINENTAL,,55,,0,0,,,,,,
334,GOLD-C,,1,1,19,.,,,,,,,12,,0,0,,,,,,
335,PREVIT,PRENATAL VITAMINS,1,1,1,200,,,J20,,WEST COAST,,160,,0,0,,,,,,
336,VALSARTAN,,1,1,6,80,,,F64,1,,,6.3,,0,0,,,,,,
337,FAST RELIEF,PAIN COOL,1,1,13,50,,,,,,,70,,0,0,,,,,,
338,XIMEPROX DS,,1,1,1,50,,,,,INCEPTA,,220,,0,0,,,,,,
339,ZINC SULFATE,,1,1,1,60,,,,1,,,20,,0,0,,,,,,
340,EPINOSIN-B FORT,,1,1,10,0,,,,,,,49,,0,0,,,,,,
341,CARDIVAS,CARVEDILOL,1,1,6,3.125,,,,,SUN,,4.5,,0,0,,,,,,
342,HARBIOUN,,1,1,22,.,,,,,,,130,,0,0,,,,,,
343,FORACORT,,1,1,24,400,,,J21,,,,520,,0,0,,,,,,
344,FORACORT,,1,1,24,100,,,J21,,,,290,,0,0,,,,,,
345,OXIRON,,1,1,3,0,,,,,,,14.7,,0,0,,,,,,
346,RABOL-D,,1,1,6,0,,,,,,,1.8,,0,0,,,,,,
347,RHINATHIOL 5%,CARBOCISTEINE,1,1,1,0.05,,,O10,,,,65,,0,0,,,,,,
348,TRIPLE FLEX 1,,1,1,32,0,,,,,,,30,,0,0,,,,,,
349,PENTEX-IT,,1,1,3,40/150 م گ,,,,,,,6.5,,0,0,,,,,,
350,PROSCUR,,1,1,3,0,,,G31,,,,9.5,,0,0,,,,,,
351,TONOFLEX SR,TRAMADOL,1,1,6,100,,,,,SAMI,,14,,0,0,,,,,,
352,PURO-DSR,,1,1,3,.,,,,,,,3.5,,0,0,,,,,,
353,K-STON,POTASSIUM CITRATE,1,1,6,1080,,,M49,,,,9.2,,0,0,,,,,,
354,SUCTION TUBE سكشن تيوب,CONNECTING TUBE,1,1,5,0,,,,,,,105,,0,0,,,,,,
355,MAXPAN-400,CEFIXIME,1,1,3,400,,,,,,,38,,0,0,,,,,,
356,TACROZ 0.03%,TACROLIMUS,1,1,18,0.0003,,,V44,,GLENMARK,,170,,0,0,,,,,,
357,TRIAMCINOLONE,,1,1,6,4,,,G17,4,,,3.5,,0,0,,,,,,
358,KAMA LIFE,,1,1,1,400,,,J28,,,,110,,0,0,,,,,,
359,NASEFREE,FLUTICASONE,1,1,26,10,,,W3,,,,100,,0,0,,,,,,
360,FYLOD,DOXYFYLLINE,1,1,6,400,,,,,SAMI,,8,,0,0,,,,,,
361,ERYTHROX,ROXITHROMYCIN,1,1,6,150,,,M52,,UNIMAX,,12,,0,0,,,,,,
362,REVAC-B,HEPATITIS-B,1,1,10,0,,,,,,,119,,0,0,,,,,,
363,36 PLUS,,1,1,13,120,,,N7,,,,110,,0,0,,,,,,
364,BEUFLOX-D,"CIPROFLOX ,DEXAMETHASONE",1,1,21,5,,,,,,,60,,0,0,,,,,,
365,MOMETASONE,,1,1,33,0.001,,,V7,1,,,116,,0,0,,,,,,
366,GLOCLAV,"AMOXICILLIN ,CLAVUNATE",1,1,1,228,,,S38,,,,170,,0,0,,,,,,
367,VITALIS C ,,1,1,34,0,,,H27,,,,3.5,,0,0,,,,,,
368,TILSTIGMIN,NEOSTIGMINE,1,1,6,15,,,K22,,,,15,,0,0,,,,,,
369,VOYZOLID,LINEZOLID,1,1,6,600,,,,,,,19,,0,0,,,,,,
370,VITALACT,,1,1,6,0,,,,,,,8.8,,0,0,,,,,,
371,SALVIZAN,,1,1,25,15 GR,,,,,,,112,,0,0,,,,,,
372,GLAXOSE-D,GLUCOSE-D,1,1,22,100,,,,,,,50,,0,0,,,,,,
373,BISLERI,IRON,1,1,1,120,,,,,SAMI,,110,,0,0,,,,,,
374,RISPINOL,RISPERIDONE,1,1,6,4,,,P42,,,,12,,0,0,,,,,,
375,RULING,"OMEPRAZOLE ,BICARBONATE",1,1,22,40,,,J34,,HIGH-Q,,11,,0,0,,,,,,
376,TELDAY PLUS,"TELMISARTAN ,AMLODIPINE",1,1,6,40/10,,,,,NEXT,,13.2,,0,0,,,,,,
377,PREGABEL-M,,1,1,3,75+750,,,L15,,,,4.5,,0,0,,,,,,
378,ABRI-FIX MESH,,1,1,5,5,,,,,,,25,,0,0,,,,,,
379,MAHAZIN-FX,"FEXOFENADINE ,MONTELUKAST",1,1,6,120+10,,,,,,,5.5,,0,0,,,,,,
380,CLOZCARE-50,CLOZAPINE,1,1,6,50,,,,,LIFECARE,,6,,0,0,,,,,,
381,JULMENTINE,CO-AMOXICLAV,1,1,17,1.2,,,,,,,280,,0,0,,,,,,
382,KIDNIFIT,POTASSIUM CITRATE,1,1,6,1080,,,M50,,SELECO,,9.7,,0,0,,,,,,
383,IRIBAN,MEBEVERINE,1,1,6,135,,,N92,,INCEPTA,,4.5,,0,0,,,,,,
384,MIGBEST-D,"FLUNARIZINE ,DOMPERIDONE",1,1,6,10+10,,,,,NEON,,4.3,,0,0,,,,,,
385,PENTAKORE,PANTOPRAZOLE,1,1,6,40,,,O35,,,,2,,0,0,,,,,,
386,SHEFATRON,ATORVASTATIN,1,1,6,20,,,,,,,3,,0,0,,,,,,
387,TIXYLIX,,1,1,1,120,,,,,,,45,,0,0,,,,,,
388,FUSIWEL,FUSIDIC ACID,1,1,9,0.02,,,,,,,59,,0,0,,,,,,
389,OXOFERIN,TETRACHLORODEXAOXIDE,1,1,14,50,,,,,,,275,,0,0,,,,,,
390,TERBIDERM,TERBINAFINE,1,1,9,10,,,V44,,ATCO,,105,,0,0,,,,,,
391,SHELCAL,"CALCIUM ,VITAMIND3",1,1,6,500,,,,,,,7,,0,0,,,,,,
392,FLOXAC,FLUOXETINE,1,1,3,20,,,,,SCHAZOO,,4.7,,0,0,,,,,,
393,MILAM,MIDAZOLAM 5 MG,1,1,7,5MG,,,,,,,47,,0,0,,,,,,
394,D-ZAK,VITAMIN D3,1,1,3,50,,,,,SCHAZOO ZAKA,,25,,0,0,,,,,,
395,D-ZAK,VITAMIN D3,1,1,3,5,,,H6,,SCHAZOO ZAKA,,4.5,,0,0,,,,,,
396,PRILACE,RAMIPRIL,1,1,6,5,,,,,,,2,,0,0,,,,,,
397,FLUIMUCIL,ACETYLCYSTEINE,1,1,19,200,,,,,,,10,,0,0,,,,,,
398,TAGIPMET,"SITAGLIPTIN ,METFORMIN",1,1,6,50/500,,,X32,,HIGHNOON,,12.3,,0,0,,,,,,
399,TAGIPMET,"SITAGLIPTIN ,METFORMIN",1,1,6,50/1000,,,X32,,HIGHNOON,,15,,0,0,,,,,,
400,PIDOGREL-AP,"CLOPIDOGREL ,ASPIRIN",1,1,6,75,,,,,HIGHNOON,,10.9,,0,0,,,,,,
401,PIDOGREL-AP,"CLOPIDOGREL ,ASPIRIN",1,1,6,150,,,,,HIGHNOON,,11.2,,0,0,,,,,,
402,PIDOGREL,CLOPIDOGREL,1,1,6,75,,,,,HIGHNOON,,6.6,,0,0,,,,,,
403,SENERGY-OD,LORATADINE,1,1,30,5MG,,,T69,,,,33,,0,0,,,,,,
404,HILTO-D,CHOLECALCIFEROL,1,1,10,5,,,S45,,HILtON,,50,,0,0,,,,,,
405,ICHCLEAR,,1,1,14,100mg,,,W28,,DERMACURE,,110,,0,0,,,,,,
406,ZOREBZOLE-20,RABEPRAZOLE,1,1,6,20,,,O54,,COMBITIC,,1.7,,0,0,,,,,,
407,AMSTAN,"AMLODIPINE ,VALSARTAN",1,1,6,May-80,,,F30,,SCILIFE,,10,,0,0,,,,,,
408,LOCHOL,ATORVASTATIN,1,1,6,10,,,F12,,SCILIFE,,4,,0,0,,,,,,
409,SCITIN,BETAHISTINE,1,1,6,8,,,T6,,SCILIFE,,3,,0,0,,,,,,
410,SCITIN,BETAHISTINE,1,1,6,16,,,T6,,SCILIFE,,4,,0,0,,,,,,
411,LIPOFEN,FENOFIBRATE,1,1,3,200,,,F45,,SCILIFE,,10,,0,0,,,,,,
412,PROLUTON DEPOT 250,,1,1,7,250,,,S41,4,,,85,,0,0,,,,,,
413,CO-EXTOR,,1,1,6,5 MG +160 MG +12.5 MG,,,,,SEARLE,,12.9,,0,0,,,,,,
414,CABERDOST0.5,CABERGOLINE,1,1,6,0.5,,,,,,,52,,0,0,,,,,,
415,CADFLO,FLUOXETINE,1,1,3,20,,,K12,,,,2,,0,0,,,,,,
416,LEVETRANOL-500,LEVETIRACETAM,1,1,6,500,,,K12,,,,8,,0,0,,,,,,
417,LEVETRANOL,LEVETIRACETAM,1,1,6,250,,,K12,,,,7.5,,0,0,,,,,,
418,CEFOX,CEFTRIAXONE,1,1,17,1000,,,R8,,,,89,,0,0,,,,,,
419,EPIRAZOLE ,OMEPRAZOLE,1,1,3,20,,,i7,,,,7.9,,0,0,,,,,,
420,ZEDCAL,,1,1,1,200,,,,,MEYER,,155,,0,0,,,,,,
421,ACENAC,ACECLOFENAC,1,1,6,100,,,L1,,SJG,,6,,0,0,,,,,,
422,BETAGENIC,BETAMETASONE/GENTAMICIN,1,1,18,15,,,V15,,ATCO,,35,,0,0,,,,,,
423,DIMECO,ANTACID,1,1,1,120,,,,,,,30,,0,0,,,,,,
424,HYDROXYZINE,,1,1,1,120,,,F30,1,,,55,,0,0,,,,,,
425,MONTAIR INCEPTA,MONTELUKAST,1,1,6,5,,,,,,,10,,0,0,,,,,,
426,CORDARONE X,,1,1,6,200,,,,4,SANOFI,,16,,0,0,,,,,,
427,OLTAL-5,OLANZAPINE,1,1,6,5,,,,,,,2.5,,0,0,,,,,,
428,INDAZOLE,ESOMEPRAZOLE,1,1,3,20,,,,,,,6.1,,0,0,,,,,,
429,VITAMIN-C,ASCORBIC ACID,1,1,35,500,,,,,,,4,,0,0,,,,,,
430,BUSPIN,BUSPIRONE,1,1,6,5,,,L2,,,,3,,0,0,,,,,,
431,FYXIBE,CELECOXIB,1,1,3,200,,,L12,,,,6,,0,0,,,,,,
432,RONSET,DICLOFENAC POTASSIUM,1,1,6,75,,,,,,,3.5,,0,0,,,,,,
433,GLYPRIDE,GLIMEPIRIDE,1,1,6,2,,,X13,,JULPHAR,,5.5,,0,0,,,,,,
434,CONCOR,,1,1,6,1.25,,,,4,MERCK,,5,,0,0,,,,,,
435,MOXIN,AMOXICILLIN,1,1,3,500,,,,,,,3,,0,0,,,,,,
436,LCPEACE,LEVETIRACETAM,1,1,6,500,,,,,,,8.5,,0,0,,,,,,
437,ATORLIP,ATORVASTATIN,1,1,6,10,,,G13,,,,8.2,,0,0,,,,,,
438,ATORLIP,ATORVASTATIN,1,1,6,20,,,G13,,,,11,,0,0,,,,,,
439,BIOTREAXATE,METHOTREXATE,1,1,6,2.5,,,,,ZYDUS CELEXA,,5,,0,0,,,,,,
440,COLLA TEX,,1,1,19,10.2,,,G11,,,,78,,0,0,,,,,,
441,DILZEM,DILTIAZEM,1,1,3,120,,,,,,,6,,0,0,,,,,,
442,TOOT RUS,,1,1,36,0,,,i27,,,,2.3,,0,0,,,,,,
443,OVACARE,,1,1,6,0,,,i47,,MEYER,,12.2,,0,0,,,,,,
444,ARIGIT,ARIPIPRAZOLE,1,1,6,10,,,,,,,6,,0,0,,,,,,
445,ENZID,LINEZOLID,1,1,1,60,,,,,,,130,,0,0,,,,,,
446,RAPILIDE,"NIMESULIDE ,PARACETAMOL",1,1,1,100 ML,,,,,,,35,,0,0,,,,,,
447,SILDENAFIL,,1,1,6,100,,,,1,,,6,,0,0,,,,,,
448,NONOVO-I,ONDANSETRON,1,1,10,4,,,,,,,25,,0,0,,,,,,
449,HIFLONE,"flourometolon ,tetrahydrazolin",1,1,21,5,,,W17,,HELIX,,35,,0,0,,,,,,
450,ACTIFED-P COLD,,1,1,6,0,,,,,GSK,,1.4,,0,0,,,,,,
451,AM-DESCOL,,1,1,6,10-Oct,,,,,NABIQASIM,,10.4,,0,0,,,,,,
452,BAXIM,CEFOTAXIME,1,1,7,500,,,,,NABIQASIM,,70,,0,0,,,,,,
453,DAN-D (30 caps),CHOLECALCIFEROL,1,1,3,5000 IU,,,,,CCL,,6,,0,0,,,,,,
454,CURE-V,ACYCLOVIR,1,1,4,500,,,,,,,180,,0,0,,,,,,
455,VOVERAN SR,DICLOFENAC,1,1,6,100,,,,,,,6,,0,0,,,,,,
456,SULVORID,LEVOSULPIRIDE,1,1,6,50,,,N87,,HIGH-Q,,7,,0,0,,,,,,
457,MEDICOR,,1,1,15,5,,,,,,,42.5,,0,0,,,,,,
458,GLIMY-2,GLIMEPRIDE,1,1,6,2,,,,,,,2.1,,0,0,,,,,,
459,CEFTORID,CEFTRIAXONE,1,1,10,1000,,,R4,,,,156,,0,0,,,,,,
460,ELDOCEF,CEFTRIAXONE,1,1,10,1000,,,R35,,,,70,,0,0,,,,,,
461,SYNGAB,PREGABALIN,1,1,3,50,,,K37,,ATCO,,9.6,,0,0,,,,,,
462,VITABION,"B1 ,B6 ,B12",1,1,10,3,,,S77,,INCEPTA,,17,,0,0,,,,,,
463,ETC,CO-ENZYME,1,1,3,100,,,Q10,,KAAP,,36.5,,0,0,,,,,,
464,SOLONE,PREDNISOLONE,1,1,1,50,,,,,,,92,,0,0,,,,,,
465,BUZON,RISPERIDONE,1,1,6,3,,,T84,,,,16,,0,0,,,,,,
466,NYSTATIN,,1,1,23,15,,,,1,,,40,,0,0,,,,,,
467,PROAXIT,"FLUPENTIXOL,MELITRACEN",1,1,6,0,,,,,,,2.5,,0,0,,,,,,
468,NEERI,,1,1,6,0,,,,,,,6.3,,0,0,,,,,,
469,L-CARNITINE BSK,LEVOCARNITINE,1,1,6,1000,,,,,,,20,,0,0,,,,,,
470,FENAP,NEPAFENAC,1,1,21,0.001,,,W15,,VALOR,,135,,0,0,,,,,,
471,KLARICID DS,CLARITHROMYCIN,1,1,1,250,,,,,ABBOTT,,330,,0,0,,,,,,
472,MACBERY COLD,,1,1,6,0,,,,,,,2.5,,0,0,,,,,,
473,HAIR STRONG,"BIOTIN ,CALCIUM ,ACETYLCYSTEINE ,MINERALS",1,1,6,0,,,,,,,10,,0,0,,,,,,
474,TRONOLANE,hemorrhoids,1,1,9,20,,,,,ABBOTT,,30,,0,0,,,,,,
475,MIMORANGE-L,,1,1,1,200,,,,,MEYER,,195,,0,0,,,,,,
476,NOVOFINE 8,,1,1,37,0,,,,,,,10,,0,0,,,,,,
477,CREMA GEL,DILTIAZEM,1,1,25,30,,,,,,,450,,0,0,,,,,,
478,PANAROL,,1,1,1,60 ML,,,,,,,30,,0,0,,,,,,
479,PROTUSIN EXPECTORANT,,1,1,1,100,,,G38,,,,41.5,,0,0,,,,,,
480,NESTOCEF,CEFIXIME,1,1,6,400,,,G15,,,,21,,0,0,,,,,,
481,XIB,CELECOXIB,1,1,3,200,,,,,SJG,,3.1,,0,0,,,,,,
482,ZELOX,"ZEAXANTHIN ,LUTEIN ,ZINC ,SELENIUM",1,1,6,0,,,,,,,13.8,,0,0,,,,,,
483,VALAMOX,MOXIFLOXACIN,1,1,12,5,,,W26,,VALOR,,90,,0,0,,,,,,
484,RULING,OMEPRAZOLE,1,1,10,40,,,S85,,HIGH-Q,,155,,0,0,,,,,,
485,NEO-BUTINAL,IBUPROFEN,1,1,6,200,,,,,,,1,,0,0,,,,,,
486,TRANQUIVAL,,1,1,6,0,,,,,,,3,,0,0,,,,,,
487,MAXPAN-200,CEFIXIME,1,1,30,200,,,P40,,,,148,,0,0,,,,,,
488,D-VENIZ 50,DESVENLAFAXINE,1,1,6,50,,,,,,,10.5,,0,0,,,,,,
489,TRICOD,"OMEGA 369 ,ENZYM COQ 10",1,1,3,0,,,i12,,,,20,,0,0,,,,,,
490,THYROXINOL-100,THYROXINE,1,1,6,100,,,J16,,,,1,,0,0,,,,,,
491,MECLIZ PLUS,"MECLIZINE ,PYRIDOXINE",1,1,6,25+50,,,,,NIPRO JMI,,3,,0,0,,,,,,
492,BRIAX,"PIROXICAM- B- ,CYCLODEXTRIN",1,1,6,20,,,K23,,AGP,,6,,0,0,,,,,,
493,BLUE STAR,TEST,1,1,31,0,,,,,,,24,,0,0,,,,,,
494,GLUCOSE,,1,1,22,50,,,,,,,40,,0,0,,,,,,
495,HYDRONOL-25,HYDROCHLOROTHIAZIDE,1,1,6,25,,,,,,,3,,0,0,,,,,,
496,PREDNOL-L,METHYLPREDNISOLONE,1,1,10,40,,,S67,,,,130,,0,0,,,,,,
497,MINIRIN MELT,,1,1,6,60,,,,,,,40,,0,0,,,,,,
498,TOXIB,ETORICOXIB,1,1,6,90,,,,,,,4,,0,0,,,,,,
499,EPICOTIL,TENOXICAM,1,1,6,20,,,,,EPICO,,12.4,,0,0,,,,,,
500,FEROGLOBIN,,1,1,3,0,,,i47,,VITABIOTICS,,13.5,,0,0,,,,,,
501,MAXMAN USA MMC,,1,1,13,45 ML,,,N16,,,,150,,0,0,,,,,,
502,MAXPAN-100,CEFIXIME,1,1,30,100,,,P48,,,,105,,0,0,,,,,,
503,SCABFREE,PERMETHRIN,1,1,14,60,,,M75,,ATCO,,60,,0,0,,,,,,
504,PROATE,SODIUM VOLPROATE,1,1,6,200,,,,,,,2.4,,1000,3000,,,,,,
505,SUPER AFLATON,,1,1,22,0,,,,,,,95,,0,0,,,,,,
506,MECOFAR-PLUS,,1,1,3,0,,,,,,,2.4,,0,0,,,,,,
507,PHOTOBAN-30,,1,1,14,60,,,,,,,306,,0,0,,,,,,
508,MONCLAV,"AMOXYCILLIN ,CLAVUNATE",1,1,6,625,,,,,,,11.7,,0,0,,,,,,
509,CEFSPAN,CEFIXIME,1,1,3,400,,,,,BH,,52,,0,0,,,,,,
510,LIPICURE-TG,"FENOFIBRATE ,ATORVASTATIN",1,1,6,160+10,,,,,,,21.7,,0,0,,,,,,
511,DULEXIN,DULOXETINE,1,1,3,20,,,,,SHAIGAN,,8.5,,0,0,,,,,,
512,BISMOL,,1,1,1,120ML,,,P38,,,,40,,0,0,,,,,,
513,VENVITAL ,,1,1,6,0,,,i22,,INTERMED,,5,,0,0,,,,,,
514,FLEXOR PAIN RELIEF,,1,1,9,100,,,,,,,100,,0,0,,,,,,
515,CLEAR TOTAL,XYLOMETAZOLINE,1,1,26,10,,,,,,,25,,0,0,,,,,,
516,SOFRAMYCIN,,1,1,9,30,,,V42,,,,35,,0,0,,,,,,
517,ZEROLIP,ATROVASTATIN,1,1,6,20,,,,,AL-AMIN,,11.5,,0,0,,,,,,
518,MATUREX,DAPOXETIN,1,1,6,30,,,,,,,18,,0,0,,,,,,
519,NUROKIND D3,,1,1,6,0,,,,,DISCOVERY,,16,,0,0,,,,,,
520,CARDON,LOSARTAN,1,1,6,50,,,F57,,SK+F,,9,,0,0,,,,,,
521,SIDOPLUS,"AMLODIPINE ,ATENOLOL",1,1,6,5+50,,,F24,,SK+F,,8.3,,0,0,,,,,,
522,PEPTIL H,RANITIDINE,1,1,6,150,,,F87,,,,4.5,,0,0,,,,,,
523,ULTITAR CS,"CLOBETASOL PROPIONATE ,SALICYLIC ACID",1,1,14,100,,,M74,,,,220,,0,0,,,,,,
524,SAAZ-DS,SULFASALAZINE,1,1,6,1000,,,K25,,,,9.5,,0,0,,,,,,
525,AMBISTRYN-S,STREPTOMYCIN,1,1,7,1000,,,,,,,15,,0,0,,,,,,
526,B-PRAZO,,1,1,3,.,,,,,MARS,,7,,0,0,,,,,,
527,LORIN-NSA,,1,1,1,30,,,,,,,25,,0,0,,,,,,
528,MYTEKA,MONTELUKAST,1,1,6,4,,,,,HILTON,,8.2,,0,0,,,,,,
529,LESURIDE OD 75,LEVOSULPIRIDE,1,1,6,75,,,,,,,19,,0,0,,,,,,
530,FEXO-D,,1,1,6,60/120,,,,,HILTON,,6.8,,0,0,,,,,,
531,BETACORTID-N,BETAMETHSAONE-N,1,1,23,15GM,,,V14,,AVISON,,25,,0,0,,,,,,
532,WINTOGENO,,1,1,18,50,,,V47,,,,40,,0,0,,,,,,
533,BETACORTID,BETAMETHSAONE,1,1,23,15,,,V14,,AVISON,,20,,0,0,,,,,,
534,DEVAMOX,AMOXICILLIN,1,1,6,1000,,,P14,,,,13,,0,0,,,,,,
535,GATISOL,,1,1,12,5,,,W20,,,,66,,0,0,,,,,,
536,LOMEXIN جلدی,FENTICONAZOLE,1,1,9,0.02,,,V32,,PACIFIC,,65,,0,0,,,,,,
537,GARDENAL 30,PHENOBARBITONE,1,1,6,30,,,L22,,,,3.3,,0,0,,,,,,
538,FITFREE,GABAPENTIN,1,1,3,100,,,L27,,MAPLE,,5.5,,0,0,,,,,,
539,LIVOGARD,,1,1,6,0,,,G42,,,,8.5,,0,0,,,,,,
540,METFORM SR-1000,METFORMIN,1,1,6,1000,,,,,,,4.5,,0,0,,,,,,
541,DEXYLAN-30,DEXLANSOPRAZOLE,1,1,3,30,,,N39,,ANVIS,,4.5,,0,0,,,,,,
542,POLYCEF,CEPHRADIN,1,1,1,100,,,,,RENATA,,70,,0,0,,,,,,
543,EEZPAIN,,1,1,25,25,,,V44,,,,70,,0,0,,,,,,
544,LAN-30,LANSOPRAZOLE,1,1,3,30,,,,,,,10.5,,0,0,,,,,,
545,ENTOBAN,,1,1,1,60,,,M46,,HERBION,,70,,0,0,,,,,,
546,INTIG-D,,1,1,1,120,,,J38,,,,125,,0,0,,,,,,
547,FEROX,IRON BISGLYCINATE,1,1,1,120,,,i40,,KAAP,,120,,0,0,,,,,,
548,VIVABON,appetizer,1,1,1,120,,,H9,,HERBION,,120,,0,0,,,,,,
549,LZT {CURE INN},,1,1,6,0,,,,,,,7.5,,0,0,,,,,,
550,MAXMAN 7500,,1,1,13,40,,,N6,,,,220,,0,0,,,,,,
551,GIXER,CITRIZINE,1,1,2,60,,,M28,,,,20,,0,0,,,,,,
